clusterName,f-measure,True Negative ,False Positive,False Negative,True Positive,markerCount,1,2,3,4,5,6,index
cl77_n66_Rlbp1_Oligo,0.881294964,11689,4,17,49,1,C1ql1,nan,nan,nan,nan,nan,cl77_n66_Rlbp1_Oligo&C1ql1>=8.71548843383789
cl78_e65_NA_L5_IT,0.669144981,11679,15,29,36,4,Car4,Dkkl1,Fezf2,Necab2,nan,nan,cl78_e65_NA_L5_IT&Car4>=7.002745628356934&Dkkl1>=8.105375289916992&Fezf2>=1.1880874633789062&Necab2>=2.89186429977417
cl79_i65_Tnni3k_Sst,0.647668394,11687,7,40,25,4,Calb1,Igfbp4,Kcnip1,Pvalb,nan,nan,cl79_i65_Tnni3k_Sst&Calb1>=12.834976196289062&Igfbp4>=5.788100719451904&Kcnip1>=8.709244728088379&Pvalb>=4.163448333740234
cl81_e63_Msl2_L6_IT,0.582959641,11682,14,37,26,3,Ak5,Galnt14,Mmp17,nan,nan,nan,cl81_e63_Msl2_L6_IT&Ak5>=9.27823257446289&Galnt14>=7.437219619750977&Mmp17>=8.46114730834961
cl82_i63_NA_Vip,0.445544554,11663,33,36,27,2,Cxcl14,Tpm2,nan,nan,nan,nan,cl82_i63_NA_Vip&Cxcl14>=11.754018783569336&Tpm2>=6.348021507263184
cl83_n62_Ccl19_VLMC,0.862831858,11695,2,23,39,4,Apod,Gja1,Ptgds,Slc1a3,nan,nan,cl83_n62_Ccl19_VLMC&Apod>=13.042834281921387&Gja1>=4.935490131378174&Ptgds>=16.19662857055664&Slc1a3>=9.17547607421875
cl84_i62_NA_Lamp5,0.506329114,11689,8,46,16,3,Cpne7,Cxcl14,Lamp5,nan,nan,nan,cl84_i62_NA_Lamp5&Cpne7>=8.639404296875&Cxcl14>=8.768339157104492&Lamp5>=10.628400802612305
cl85_i60_Snai2_Lamp5,0.816326531,11697,2,28,32,2,Lamp5,Necab2,nan,nan,nan,nan,cl85_i60_Snai2_Lamp5&Lamp5>=9.964540481567383&Necab2>=9.167494773864746
cl88_i60_NA_Lamp5,0.397727273,11684,15,46,14,5,Atp6ap1l,Cplx3,Fgf13,Lamp5,Reln,nan,cl88_i60_NA_Lamp5&Atp6ap1l>=8.732895851135254&Cplx3>=9.280862808227539&Fgf13>=9.449243545532227&Lamp5>=10.726359367370605&Reln>=9.369455337524414
cl89_i60_Clnk_Lamp5,0.610465116,11692,7,39,21,3,Deptor,Tnfaip8l3,Vstm2b,nan,nan,nan,cl89_i60_Clnk_Lamp5&Deptor>=7.769839763641357&Tnfaip8l3>=7.787587642669678&Vstm2b>=7.865335464477539
cl8_e168_Adam8_L6_IT,0.614224138,11574,17,111,57,3,Cplx3,Nos1,Rasl10a,nan,nan,nan,cl8_e168_Adam8_L6_IT&Cplx3>=4.808197021484375&Nos1>=0.7166649699211121&Rasl10a>=8.439621925354004
cl90_i59_Rom1_Pvalb,0.778894472,11696,4,28,31,4,Flywch1,Grik1,Kcnip2,Slc6a1,nan,nan,cl90_i59_Rom1_Pvalb&Flywch1>=8.059064865112305&Grik1>=5.41869592666626&Kcnip2>=8.684690475463867&Slc6a1>=9.939678192138672
cl91_i59_Slc18a3_Vip,0.609756098,11699,1,44,15,3,Kcnip2,Pcdh8,Rspo1,nan,nan,nan,cl91_i59_Slc18a3_Vip&Kcnip2>=7.269314765930176&Pcdh8>=8.587080001831055&Rspo1>=1.5410497188568115
cl92_n59_Chil1_Astro,0.748502994,11698,2,34,25,3,Aldoc,Clu,Slc1a3,nan,nan,nan,cl92_n59_Chil1_Astro&Aldoc>=13.16741943359375&Clu>=13.271136283874512&Slc1a3>=12.216136932373047
cl93_i58_Sln_Lamp5,0.800970874,11697,4,25,33,3,Ano3,Luzp2,Wls,nan,nan,nan,cl93_i58_Sln_Lamp5&Ano3>=3.2087595462799072&Luzp2>=8.711706161499023&Wls>=7.636590957641602
cl94_e57_Cyp39a1_L4,0.546075085,11675,27,25,32,5,Calb1,Lamp5,Nrgn,Ptn,Rspo1,nan,cl94_e57_Cyp39a1_L4&Calb1>=8.91063404083252&Lamp5>=8.139259338378906&Nrgn>=11.258092880249023&Ptn>=10.16673469543457&Rspo1>=6.057583808898926
cl95_i57_Atp12a_Lamp5,0.650887574,11696,6,35,22,5,Caln1,Crtac1,Mmp17,Npy,Slc6a1,nan,cl95_i57_Atp12a_Lamp5&Caln1>=8.671733856201172&Crtac1>=8.602185249328613&Mmp17>=8.310493469238281&Npy>=14.289502143859863&Slc6a1>=11.258267402648926
cl97_i57_Pdyn_Sst,0.522875817,11694,8,41,16,3,Ano3,Klf5,Sema3c,nan,nan,nan,cl97_i57_Pdyn_Sst&Ano3>=5.943420886993408&Klf5>=7.391284942626953&Sema3c>=0.597853422164917
cl98_n56_Cnn1_SMC,0.707236842,11684,19,13,43,2,Ctgf,Tpm2,nan,nan,nan,nan,cl98_n56_Cnn1_SMC&Ctgf>=8.12685489654541&Tpm2>=11.451559066772461
cl9_i166_Tll1_Pvalb,0.765765766,11570,23,64,102,3,Col25a1,Cort,Pvalb,nan,nan,nan,cl9_i166_Tll1_Pvalb&Col25a1>=5.545077323913574&Cort>=7.449389934539795&Pvalb>=9.331378936767578
