clusterName,f-measure,True Negative ,False Positive,False Negative,True Positive,markerCount,1,2,3,4,5,6,index
cl197_e24_Cfap54_L23_IT,0.25,11729,6,21,3,4,Ccbe1,Itgb8,Meis2,Trpc6,nan,nan,cl197_e24_Cfap54_L23_IT&Ccbe1>=4.88251256942749&Itgb8>=5.094316482543945&Meis2>=4.147952079772949&Trpc6>=1.945089340209961
cl198_i24_Bard1_Vip,0.454545455,11734,1,20,4,3,Lama3,Tmtc2,Vip,nan,nan,nan,cl198_i24_Bard1_Vip&Lama3>=0.8290786743164062&Tmtc2>=6.129879474639893&Vip>=13.50398063659668
cl1_e421_Cst3_L4,0.516096913,11001,337,110,311,2,Rorb,Rspo1,nan,nan,nan,nan,cl1_e421_Cst3_L4&Rorb>=6.5199689865112305&Rspo1>=5.437708377838135
cl202_i24_Ccdc121_Sst,0.6875,11732,3,13,11,4,Barx2,C1qtnf7,Gpc6,Moxd1,nan,nan,cl202_i24_Ccdc121_Sst&Barx2>=2.213287353515625&C1qtnf7>=1.6169911623001099&Gpc6>=3.895502805709839&Moxd1>=7.251852512359619
cl205_e23_Zfp28_L5_NP,0.490797546,11717,19,7,16,5,Cd24a,Lypd1,Slc17a8,Tmem163,Tshz2,nan,cl205_e23_Zfp28_L5_NP&Cd24a>=8.5263671875&Lypd1>=7.030328273773193&Slc17a8>=5.648303031921387&Tmem163>=6.014429092407227&Tshz2>=7.947591304779053
cl206_i23_Dmrt2_Sst,0.672268908,11728,8,7,16,4,Egln3,Spon1,Tac2,Unc13c,nan,nan,cl206_i23_Dmrt2_Sst&Egln3>=6.688024044036865&Spon1>=8.403261184692383&Tac2>=3.4971137046813965&Unc13c>=4.54540491104126
cl207_i23_Phf8_Sst,0.563380282,11732,4,15,8,3,Fosb,Nos1,Sst,nan,nan,nan,cl207_i23_Phf8_Sst&Fosb>=6.632073879241943&Nos1>=1.7231056690216064&Sst>=7.488614559173584
cl209_e22_Nphs1_L6_IT,0.483870968,11733,4,16,6,4,Bmpr1b,Osr1,Tnfaip6,Zfp804b,nan,nan,cl209_e22_Nphs1_L6_IT&Bmpr1b>=3.4024887084960938&Osr1>=2.8053135871887207&Tnfaip6>=1.0749849081039429&Zfp804b>=2.486384868621826
cl20_e142_Rap2a_L5_PT,0.69579288,11584,33,56,86,3,Kcng1,Pou3f1,Zfp804b,nan,nan,nan,cl20_e142_Rap2a_L5_PT&Kcng1>=2.7284631729125977&Pou3f1>=3.7396512031555176&Zfp804b>=0.5306553840637207
cl210_e22_Spaca6_L23_IT,0.269230769,11717,20,15,7,5,Lmo1,Lypd1,Myh14,Otof,Pou3f1,nan,cl210_e22_Spaca6_L23_IT&Lmo1>=4.1261372566223145&Lypd1>=4.101265907287598&Myh14>=3.3182220458984375&Otof>=1.2233328819274902&Pou3f1>=1.2840893268585205
cl211_e22_Ascl5_L23_IT,0.403225806,11732,5,17,5,5,Lmo1,Npnt,Pou3f1,Prr16,Slc17a6,nan,cl211_e22_Ascl5_L23_IT&Lmo1>=2.8313522338867188&Npnt>=6.037734031677246&Pou3f1>=3.816833972930908&Prr16>=1.2956892251968384&Slc17a6>=3.357633113861084
cl212_i22_Cemip_Pvalb,0.426829268,11729,8,15,7,5,Il1rapl2,Npnt,Pvalb,Slc25a13,Tcap,nan,cl212_i22_Cemip_Pvalb&Il1rapl2>=0.650821328163147&Npnt>=4.361568450927734&Pvalb>=11.02426528930664&Slc25a13>=1.6180968284606934&Tcap>=3.3401405811309814
cl213_i22_Dnhd1_Pvalb,0.13986014,11679,58,14,8,5,Cemip,Lhx6,Rerg,Tcap,Trpc4,nan,cl213_i22_Dnhd1_Pvalb&Cemip>=5.9149169921875&Lhx6>=4.09172248840332&Rerg>=5.334787845611572&Tcap>=6.382805824279785&Trpc4>=4.564645767211914
cl214_e22_Rttn_L6_CT,0.6,11736,1,16,6,4,Fezf2,Foxp2,Lmo1,Rnf152,nan,nan,cl214_e22_Rttn_L6_CT&Fezf2>=7.206663131713867&Foxp2>=1.051272988319397&Lmo1>=5.517172813415527&Rnf152>=5.85265588760376
cl217_e22_Dnah14_L6_IT,0.740740741,11737,0,14,8,4,Cd24a,Fosb,Syt10,Tnfaip6,nan,nan,cl217_e22_Dnah14_L6_IT&Cd24a>=7.301289081573486&Fosb>=2.2470126152038574&Syt10>=5.603427886962891&Tnfaip6>=5.9918365478515625
cl218_e22_P4ha3_L6_IT,0.675675676,11734,3,12,10,5,Cd24a,Kcng1,Pdgfc,Syt10,Tmem163,nan,cl218_e22_P4ha3_L6_IT&Cd24a>=5.651938438415527&Kcng1>=5.179818630218506&Pdgfc>=0.9542132616043091&Syt10>=4.362197399139404&Tmem163>=5.448884963989258
cl219_n22_Pdzph1_Astro,0.294117647,11736,1,20,2,2,Gpc6,Pdlim5,nan,nan,nan,nan,cl219_n22_Pdzph1_Astro&Gpc6>=9.332747459411621&Pdlim5>=7.80892276763916
cl21_i137_Thumpd2_Sst,0.646017699,11588,34,64,73,3,Moxd1,Pxdc1,Sst,nan,nan,nan,cl21_i137_Thumpd2_Sst&Moxd1>=6.956605434417725&Pxdc1>=5.935585021972656&Sst>=11.936161994934082
cl221_i22_NA_Vip,0.4,11734,3,18,4,2,Penk,Prox1,nan,nan,nan,nan,cl221_i22_NA_Vip&Penk>=12.356417655944824&Prox1>=9.17251205444336
cl223_i22_Rxfp3_Sst,0.740740741,11737,0,14,8,3,Cacng5,Moxd1,Npy2r,nan,nan,nan,cl223_i22_Rxfp3_Sst&Cacng5>=3.1673266887664795&Moxd1>=8.78912353515625&Npy2r>=3.982619285583496
cl226_e21_TrnL1_L23_IT,0.2,11738,0,20,1,1,Lamp5,nan,nan,nan,nan,nan,cl226_e21_TrnL1_L23_IT&Lamp5>=12.136255264282227
cl227_i21_Pla2g4e_Lamp5,0.321100917,11723,15,14,7,3,Col14a1,Lamp5,Tox,nan,nan,nan,cl227_i21_Pla2g4e_Lamp5&Col14a1>=0.5322774648666382&Lamp5>=11.516945838928223&Tox>=4.493119239807129
cl228_e21_Rev1_L6_CT,0.266272189,11710,28,12,9,6,Ano4,Fezf2,Foxp2,Prss23,Syt10,Syt6,cl228_e21_Rev1_L6_CT&Ano4>=4.019092559814453&Fezf2>=5.665464401245117&Foxp2>=5.812716484069824&Prss23>=5.982895851135254&Syt10>=2.9307947158813477&Syt6>=1.3977433443069458
cl22_i134_Esrrg_Pvalb,0.358255452,11544,81,88,46,5,Cemip,Lhx6,Pvalb,Rerg,Tcap,nan,cl22_i134_Esrrg_Pvalb&Cemip>=5.488259315490723&Lhx6>=2.07265567779541&Pvalb>=9.000459671020508&Rerg>=5.390752792358398&Tcap>=6.265096664428711
cl230_i21_Brca2_Pvalb,0.377358491,11734,4,17,4,4,Moxd1,Nnmt,Prss23,Pvalb,nan,nan,cl230_i21_Brca2_Pvalb&Moxd1>=4.46523380279541&Nnmt>=7.05821418762207&Prss23>=6.4737443923950195&Pvalb>=6.638575077056885
cl231_i21_Gramd1c_Vip,0.350877193,11733,5,17,4,5,Cxcl14,Egfr,Lama3,Pxdc1,Tac2,nan,cl231_i21_Gramd1c_Vip&Cxcl14>=9.729606628417969&Egfr>=4.744312763214111&Lama3>=2.9384965896606445&Pxdc1>=5.999871253967285&Tac2>=10.118294715881348
cl232_i21_Spc25_Sst,0.573770492,11735,3,14,7,5,Crhr2,Moxd1,Prokr2,Sst,Trpc6,nan,cl232_i21_Spc25_Sst&Crhr2>=5.641626358032227&Moxd1>=5.795820236206055&Prokr2>=5.178972244262695&Sst>=13.754295349121094&Trpc6>=7.743990421295166
cl233_i21_Grem2_Lamp5,0.405405405,11737,1,18,3,5,Cemip,Cplx3,Egfr,Hs3st5,Pld5,nan,cl233_i21_Grem2_Lamp5&Cemip>=3.5030879974365234&Cplx3>=8.581045150756836&Egfr>=5.548271179199219&Hs3st5>=6.799883842468262&Pld5>=1.6499061584472656
cl234_i21_Srd5a1_Lamp5,0.409836066,11733,5,16,5,4,Egfr,Nos1,Pde11a,Pdlim5,nan,nan,cl234_i21_Srd5a1_Lamp5&Egfr>=7.753118515014648&Nos1>=3.2078158855438232&Pde11a>=6.491781234741211&Pdlim5>=4.58723258972168
cl236_e21_Arg2_L5_NP,0.609756098,11738,0,16,5,3,Fezf2,Prr16,Tshz2,nan,nan,nan,cl236_e21_Arg2_L5_NP&Fezf2>=9.21646785736084&Prr16>=7.011180877685547&Tshz2>=9.14100456237793
cl238_i20_Cldn1_Lamp5,0.340909091,11736,3,17,3,5,Alk,Pde11a,Pld5,Thbs2,Ust,nan,cl238_i20_Cldn1_Lamp5&Alk>=5.1098785400390625&Pde11a>=5.88017463684082&Pld5>=5.626667022705078&Thbs2>=6.8945512771606445&Ust>=5.983453750610352
cl239_i20_Casp9_Pvalb,0.340909091,11728,11,14,6,5,Barx2,Cemip,Inpp4b,Plch1,Pvalb,nan,cl239_i20_Casp9_Pvalb&Barx2>=3.074225902557373&Cemip>=6.393562316894531&Inpp4b>=4.395574569702148&Plch1>=2.068632125854492&Pvalb>=9.523557662963867
cl23_i132_Myh13_Sst,0.584862385,11602,25,81,51,2,Chrna2,Il4ra,nan,nan,nan,nan,cl23_i132_Myh13_Sst&Chrna2>=4.734744071960449&Il4ra>=5.172375202178955
cl240_i20_Sall1_Vip,0.625,11738,1,14,6,2,Calb2,Lmo1,nan,nan,nan,nan,cl240_i20_Sall1_Vip&Calb2>=10.76774787902832&Lmo1>=9.781696319580078
cl241_i20_Fv1_Pvalb,0.595238095,11733,6,10,10,4,Egln3,Prss23,Pvalb,Slc25a13,nan,nan,cl241_i20_Fv1_Pvalb&Egln3>=1.7767202854156494&Prss23>=8.94040298461914&Pvalb>=10.21216869354248&Slc25a13>=2.6062285900115967
cl242_i19_Emilin2_Sst,0.638297872,11739,1,13,6,6,Elfn1,Igfbp5,Il1rapl2,Npas1,Penk,Pld5,cl242_i19_Emilin2_Sst&Elfn1>=5.6096014976501465&Igfbp5>=6.360466957092285&Il1rapl2>=4.47502326965332&Npas1>=7.319614410400391&Penk>=7.412254333496094&Pld5>=6.294631004333496
cl246_i20_Igsf1_Sst,0.511363636,11731,8,11,9,3,C1qtnf7,Hpse,Nkain3,nan,nan,nan,cl246_i20_Igsf1_Sst&C1qtnf7>=4.754894256591797&Hpse>=5.820809364318848&Nkain3>=6.006748199462891
cl247_e20_Pah_L5_IT,0.673076923,11738,1,13,7,4,Ccdc3,Ptger3,Rorb,Thbs2,nan,nan,cl247_e20_Pah_L5_IT&Ccdc3>=6.4022321701049805&Ptger3>=1.0395435094833374&Rorb>=5.576708793640137&Thbs2>=3.1340255737304688
cl248_i20_Lsmem1_Sst,0.294117647,11731,8,16,4,4,Col25a1,Moxd1,Sgcd,Timp3,nan,nan,cl248_i20_Lsmem1_Sst&Col25a1>=6.371535301208496&Moxd1>=6.609555721282959&Sgcd>=5.0335211753845215&Timp3>=4.076483726501465
cl249_i20_Tacr3_Sst,0.625,11738,1,14,6,4,Col25a1,Fosb,Moxd1,Nxph2,nan,nan,cl249_i20_Tacr3_Sst&Col25a1>=5.365072250366211&Fosb>=5.262691497802734&Moxd1>=7.7634406089782715&Nxph2>=7.512730121612549
cl26_i124_Ccser1_Vip,0.494791667,11608,27,86,38,4,Cdh20,Cxcl14,Penk,Timp3,nan,nan,cl26_i124_Ccser1_Vip&Cdh20>=5.7936859130859375&Cxcl14>=7.68103551864624&Penk>=12.67843246459961&Timp3>=6.095389366149902
cl27_e121_Gadd45a_L6_CT,0.431145431,11541,97,54,67,6,Fezf2,Foxp2,Lamp5,Meis2,Rnf152,Syt6,cl27_e121_Gadd45a_L6_CT&Fezf2>=5.319023609161377&Foxp2>=6.051605224609375&Lamp5>=7.423573970794678&Meis2>=5.791193962097168&Rnf152>=1.694608449935913&Syt6>=3.53195858001709
cl29_i121_Acbd7_Sst,0.823045267,11606,32,1,120,2,Chodl,Nos1,nan,nan,nan,nan,cl29_i121_Acbd7_Sst&Chodl>=7.888156890869141&Nos1>=8.97945785522461
cl2_e381_Rgs2_L6_IT,0.564466379,11251,127,198,183,4,Blnk,C1ql3,Dmkn,Ptpru,nan,nan,cl2_e381_Rgs2_L6_IT&Blnk>=6.6732635498046875&C1ql3>=1.3683052062988281&Dmkn>=3.673491954803467&Ptpru>=1.1372350454330444
cl32_n118_Opalin_Oligo,0.98245614,11640,1,6,112,1,Opalin,nan,nan,nan,nan,nan,cl32_n118_Opalin_Oligo&Opalin>=7.869647979736328
cl34_i116_Nr2e1_Vip,0.694444444,11632,11,66,50,3,Npas1,Prss12,Timp3,nan,nan,nan,cl34_i116_Nr2e1_Vip&Npas1>=8.47093391418457&Prss12>=6.102773666381836&Timp3>=6.051934719085693
cl35_i106_Bcl9_Sst,0.735294118,11641,12,51,55,3,Calb2,Daam2,Unc13c,nan,nan,nan,cl35_i106_Bcl9_Sst&Calb2>=8.659893035888672&Daam2>=2.2004268169403076&Unc13c>=4.207912445068359
cl36_i104_Rspo4_Vip,0.516467066,11583,72,35,69,3,Chat,Npy2r,Vip,nan,nan,nan,cl36_i104_Rspo4_Vip&Chat>=3.3616864681243896&Npy2r>=7.446563720703125&Vip>=13.204237937927246
cl37_e104_Mapk13_L6b,0.764563107,11641,14,41,63,3,Nxph4,Pou6f2,Syt10,nan,nan,nan,cl37_e104_Mapk13_L6b&Nxph4>=5.221904754638672&Pou6f2>=3.9676272869110107&Syt10>=2.2830913066864014
cl38_e104_Chn2_L5_NP,0.774647887,11627,28,16,88,2,Cd24a,Tshz2,nan,nan,nan,nan,cl38_e104_Chn2_L5_NP&Cd24a>=8.329282760620117&Tshz2>=7.857583999633789
cl39_i103_Rnf138rt1_Vip,0.66539924,11651,5,68,35,4,Egfr,Npy2r,Ptger3,Pxdc1,nan,nan,cl39_i103_Rnf138rt1_Vip&Egfr>=3.5124378204345703&Npy2r>=8.54985237121582&Ptger3>=2.899570941925049&Pxdc1>=5.698525905609131
cl3_i309_Cpne6_Lamp5,0.618120237,11378,72,163,146,3,Cplx3,Sema5a,Sp8,nan,nan,nan,cl3_i309_Cpne6_Lamp5&Cplx3>=7.813656806945801&Sema5a>=7.958838939666748&Sp8>=1.7816941738128662
cl40_i103_Il7_Pvalb,0.878552972,11653,3,35,68,2,Tcap,Th,nan,nan,nan,nan,cl40_i103_Il7_Pvalb&Tcap>=6.279071807861328&Th>=10.137713432312012
cl41_n102_Selplg_Macrophage,0.972762646,11654,3,2,100,1,Ctss,nan,nan,nan,nan,nan,cl41_n102_Selplg_Macrophage&Ctss>=11.733929634094238
cl44_e96_Chrna6_L5_PT,0.892857143,11663,0,36,60,2,Lypd1,Pou3f1,nan,nan,nan,nan,cl44_e96_Chrna6_L5_PT&Lypd1>=7.341818809509277&Pou3f1>=5.78978967666626
cl45_i95_Gsx2_Vip,0.775656325,11648,16,30,65,3,Cbln4,Igfbp5,Vip,nan,nan,nan,cl45_i95_Gsx2_Vip&Cbln4>=6.302048683166504&Igfbp5>=7.284030914306641&Vip>=13.274584770202637
cl46_e95_Npc1l1_L5_IT,0.777777778,11658,6,46,49,4,Cbln2,Pld5,St6galnac5,Tox,nan,nan,cl46_e95_Npc1l1_L5_IT&Cbln2>=6.490661144256592&Pld5>=0.9573326110839844&St6galnac5>=6.149572372436523&Tox>=2.01953387260437
cl48_e91_Csgalnact1_L6_IT,0.292929293,11596,72,62,29,5,Blnk,Ccdc80,Osr1,Penk,Ptpru,nan,cl48_e91_Csgalnact1_L6_IT&Blnk>=6.716803550720215&Ccdc80>=1.998094081878662&Osr1>=0.579173743724823&Penk>=6.247739791870117&Ptpru>=5.789990425109863
cl49_i90_Gpr149_Pvalb,0.70754717,11657,12,45,45,3,Cemip,Chrm2,Pvalb,nan,nan,nan,cl49_i90_Gpr149_Pvalb&Cemip>=2.9993343353271484&Chrm2>=6.410852432250977&Pvalb>=9.677242279052734
cl4_e253_Lgmn_L5_IT,0.665306122,11426,80,90,163,4,Col25a1,Fezf2,Rorb,Slc17a6,nan,nan,cl4_e253_Lgmn_L5_IT&Col25a1>=1.0867438316345215&Fezf2>=2.8392677307128906&Rorb>=4.152368068695068&Slc17a6>=1.710364818572998
cl50_i90_Agt_Lamp5,0.629770992,11659,10,57,33,4,Ndst4,Rxfp1,Sp8,Teddm3,nan,nan,cl50_i90_Agt_Lamp5&Ndst4>=0.6332347393035889&Rxfp1>=8.543859481811523&Sp8>=0.5637755393981934&Teddm3>=6.398099899291992
cl52_i88_TrnI_Pvalb,0.775862069,11671,0,52,36,3,Inpp4b,Tcap,Unc5b,nan,nan,nan,cl52_i88_TrnI_Pvalb&Inpp4b>=6.054222106933594&Tcap>=4.169769287109375&Unc5b>=4.443305015563965
cl53_i85_Dclk2_Pvalb,0.516014235,11654,20,56,29,5,Il1rapl2,Inpp4b,Npnt,Prss23,Pvalb,nan,cl53_i85_Dclk2_Pvalb&Il1rapl2>=5.97794771194458&Inpp4b>=4.115099906921387&Npnt>=6.222087860107422&Prss23>=7.126346588134766&Pvalb>=8.918853759765625
cl54_i85_Thbs3_Vip,0.714285714,11663,11,42,43,2,Calb2,Sp8,nan,nan,nan,nan,cl54_i85_Thbs3_Vip&Calb2>=12.223653793334961&Sp8>=3.08198881149292
cl57_i83_Myl1_Vip,0.426716141,11608,68,37,46,6,Col24a1,Crispld2,Egln3,Sp8,Tac2,Vip,cl57_i83_Myl1_Vip&Col24a1>=0.7101605534553528&Crispld2>=5.465273857116699&Egln3>=1.2065378427505493&Sp8>=1.0233290195465088&Tac2>=11.153288841247559&Vip>=12.845237731933594
cl58_i81_Tmem255a_Sst,0.683890578,11661,17,36,45,3,Crhr2,Nnmt,Prokr2,nan,nan,nan,cl58_i81_Tmem255a_Sst&Crhr2>=5.263638496398926&Nnmt>=3.2203593254089355&Prokr2>=2.7700510025024414
cl5_i231_Nov_Vip,0.802721088,11520,8,113,118,2,Chat,Tac2,nan,nan,nan,nan,cl5_i231_Nov_Vip&Chat>=0.8627033233642578&Tac2>=12.565475463867188
cl61_e77_Mir221_L6_IT,0.507614213,11672,10,57,20,3,Bmpr1b,Fosb,Nr4a2,nan,nan,nan,cl61_e77_Mir221_L6_IT&Bmpr1b>=0.7137304544448853&Fosb>=4.0350728034973145&Nr4a2>=7.664200782775879
cl62_e76_Apaf1_L23_IT,0.514705882,11672,11,55,21,3,Adamts2,Col23a1,Gpc6,nan,nan,nan,cl62_e76_Apaf1_L23_IT&Adamts2>=2.830721378326416&Col23a1>=1.049957275390625&Gpc6>=1.632763147354126
cl63_i73_Tac2_Vip,0.601659751,11673,13,44,29,4,Col15a1,Crispld2,Tac2,Vip,nan,nan,cl63_i73_Tac2_Vip&Col15a1>=3.821985960006714&Crispld2>=5.79674768447876&Tac2>=12.238953590393066&Vip>=15.737524032592773
cl65_i72_Tmem223_Lamp5,0.319767442,11545,142,17,55,3,Cxcl14,Ndst4,Rxfp1,nan,nan,nan,cl65_i72_Tmem223_Lamp5&Cxcl14>=9.706888198852539&Ndst4>=0.9738645553588867&Rxfp1>=7.109427452087402
cl66_e71_Serpinb11_L6b,0.836012862,11680,8,19,52,2,Fbxl7,Nxph4,nan,nan,nan,nan,cl66_e71_Serpinb11_L6b&Fbxl7>=2.938035249710083&Nxph4>=6.974357604980469
cl69_e70_Depdc7_L5_PT,0.738095238,11685,4,39,31,3,Kcng1,Teddm3,Tshz2,nan,nan,nan,cl69_e70_Depdc7_L5_PT&Kcng1>=4.284937858581543&Teddm3>=0.8331184387207031&Tshz2>=1.0401256084442139
cl6_e204_Exosc4_L23_IT,0.41025641,11475,80,140,64,4,Ccbe1,Meis2,Penk,Slc17a6,nan,nan,cl6_e204_Exosc4_L23_IT&Ccbe1>=1.1696484088897705&Meis2>=2.1646676063537598&Penk>=2.4541850090026855&Slc17a6>=1.2679524421691895
cl70_e70_Abca12_L5_NP,0.714285714,11678,11,32,38,2,Col24a1,Lypd1,nan,nan,nan,nan,cl70_e70_Abca12_L5_NP&Col24a1>=6.650600433349609&Lypd1>=8.974586486816406
cl71_e68_Mir153_L23_IT,0.725,11687,4,39,29,3,Col23a1,Fosb,Otof,nan,nan,nan,cl71_e68_Mir153_L23_IT&Col23a1>=0.5682990550994873&Fosb>=4.7757487297058105&Otof>=4.38449764251709
cl72_i68_Bach2_Lamp5,0.426829268,11681,10,54,14,3,Alk,Pdlim5,Reln,nan,nan,nan,cl72_i68_Bach2_Lamp5&Alk>=6.320633411407471&Pdlim5>=0.826876163482666&Reln>=9.356260299682617
cl74_e68_Napsa_L6b,0.703125,11680,11,32,36,4,Fezf2,Foxp2,Nxph4,Syt6,nan,nan,cl74_e68_Napsa_L6b&Fezf2>=5.706510543823242&Foxp2>=4.220712661743164&Nxph4>=2.1843950748443604&Syt6>=1.7461750507354736
cl76_e66_Pou2f2_L6_IT,0.193548387,11644,49,54,12,6,C1ql3,Il1rapl2,Osr1,Ptpru,Syt10,Tunar,cl76_e66_Pou2f2_L6_IT&C1ql3>=5.494348526000977&Il1rapl2>=0.6354445219039917&Osr1>=0.6086879372596741&Ptpru>=5.546272277832031&Syt10>=2.3763105869293213&Tunar>=1.0400383472442627
cl77_n66_Rlbp1_Oligo,0.92519685,11693,0,19,47,2,Pdgfra,Sox10,nan,nan,nan,nan,cl77_n66_Rlbp1_Oligo&Pdgfra>=10.306859016418457&Sox10>=8.360273361206055
cl78_e65_NA_L5_IT,0.505836576,11672,22,39,26,4,Barx2,Ccdc3,Il1rapl2,Rorb,nan,nan,cl78_e65_NA_L5_IT&Barx2>=0.7070096731185913&Ccdc3>=1.620843529701233&Il1rapl2>=1.5572142601013184&Rorb>=6.171317100524902
cl79_i65_Tnni3k_Sst,0.573770492,11669,25,30,35,4,Col25a1,Moxd1,Pvalb,Sst,nan,nan,cl79_i65_Tnni3k_Sst&Col25a1>=3.4373974800109863&Moxd1>=7.97871208190918&Pvalb>=4.163448333740234&Sst>=4.031824111938477
cl81_e63_Msl2_L6_IT,0.30259366,11646,50,42,21,6,C1ql3,Ccdc80,Ntng2,Osr1,Ptpru,Tunar,cl81_e63_Msl2_L6_IT&C1ql3>=5.436357498168945&Ccdc80>=1.094004511833191&Ntng2>=1.2823152542114258&Osr1>=2.148347854614258&Ptpru>=3.0397605895996094&Tunar>=3.693237781524658
cl82_i63_NA_Vip,0.336448598,11614,82,27,36,3,Crispld2,Cxcl14,Tac2,nan,nan,nan,cl82_i63_NA_Vip&Crispld2>=5.306512355804443&Cxcl14>=11.754018783569336&Tac2>=11.99555778503418
cl83_n62_Ccl19_VLMC,0.824742268,11696,1,30,32,2,Igf2,Osr1,nan,nan,nan,nan,cl83_n62_Ccl19_VLMC&Igf2>=8.739994049072266&Osr1>=7.3548784255981445
cl84_i62_NA_Lamp5,0.488505747,11686,11,45,17,2,Ndst4,Zfp804b,nan,nan,nan,nan,cl84_i62_NA_Lamp5&Ndst4>=4.270740509033203&Zfp804b>=7.414862632751465
cl85_i60_Snai2_Lamp5,0.743243243,11699,0,38,22,3,Col25a1,Nos1,Pde11a,nan,nan,nan,cl85_i60_Snai2_Lamp5&Col25a1>=6.398405075073242&Nos1>=6.948686599731445&Pde11a>=7.3524980545043945
cl88_i60_NA_Lamp5,0.342741935,11669,30,43,17,5,Cplx3,Lamp5,Ndst4,Pde11a,Reln,nan,cl88_i60_NA_Lamp5&Cplx3>=9.280862808227539&Lamp5>=10.726359367370605&Ndst4>=2.2715539932250977&Pde11a>=2.715453624725342&Reln>=9.369455337524414
cl89_i60_Clnk_Lamp5,0.673076923,11690,9,32,28,4,Col14a1,Phactr2,Ptpru,Teddm3,nan,nan,cl89_i60_Clnk_Lamp5&Col14a1>=0.6697920560836792&Phactr2>=4.568868637084961&Ptpru>=0.5425399541854858&Teddm3>=5.793247222900391
cl8_e168_Adam8_L6_IT,0.62962963,11566,25,100,68,3,Adamts2,Col23a1,Rxfp1,nan,nan,nan,cl8_e168_Adam8_L6_IT&Adamts2>=1.9649269580841064&Col23a1>=0.6118073463439941&Rxfp1>=6.5487060546875
cl90_i59_Rom1_Pvalb,0.341772152,11643,57,32,27,5,Lhx6,Parm1,Pvalb,Reln,Rerg,nan,cl90_i59_Rom1_Pvalb&Lhx6>=5.9055328369140625&Parm1>=5.745490074157715&Pvalb>=8.05465316772461&Reln>=0.542176365852356&Rerg>=6.11918830871582
cl91_i59_Slc18a3_Vip,0.629139073,11696,4,40,19,3,Asic4,Gpc6,Npy2r,nan,nan,nan,cl91_i59_Slc18a3_Vip&Asic4>=7.300727844238281&Gpc6>=1.5673478841781616&Npy2r>=9.09092903137207
cl92_n59_Chil1_Astro,0.280970626,11563,137,15,44,3,Aqp4,Daam2,Rorb,nan,nan,nan,cl92_n59_Chil1_Astro&Aqp4>=7.049870014190674&Daam2>=5.862660884857178&Rorb>=3.9206552505493164
cl93_i58_Sln_Lamp5,0.823529412,11701,0,30,28,3,Ccdc80,Npsr1,Sp8,nan,nan,nan,cl93_i58_Sln_Lamp5&Ccdc80>=0.6700520515441895&Npsr1>=3.3241775035858154&Sp8>=4.5278639793396
cl94_e57_Cyp39a1_L4,0.406091371,11683,19,41,16,5,Prr16,Rorb,Rspo1,Slc17a6,Tshz2,nan,cl94_e57_Cyp39a1_L4&Prr16>=7.218923568725586&Rorb>=6.757073879241943&Rspo1>=6.057583808898926&Slc17a6>=6.203362464904785&Tshz2>=3.1851136684417725
cl95_i57_Atp12a_Lamp5,0.255863539,11623,79,33,24,4,Cdca7,Pcdh8,Pde11a,Tmem163,nan,nan,cl95_i57_Atp12a_Lamp5&Cdca7>=0.567175030708313&Pcdh8>=0.9255393743515015&Pde11a>=6.319687843322754&Tmem163>=3.0815672874450684
cl97_i57_Pdyn_Sst,0.620689655,11698,4,39,18,2,Nkain3,Unc13c,nan,nan,nan,nan,cl97_i57_Pdyn_Sst&Nkain3>=7.132448196411133&Unc13c>=8.153852462768555
cl98_n56_Cnn1_SMC,0.729166667,11697,6,28,28,3,Acta2,Cspg4,Plekhg3,nan,nan,nan,cl98_n56_Cnn1_SMC&Acta2>=14.439169883728027&Cspg4>=6.578047752380371&Plekhg3>=3.967522621154785
cl9_i166_Tll1_Pvalb,0.638629283,11556,37,84,82,5,Cemip,Inpp4b,Moxd1,Nxph2,Pvalb,nan,cl9_i166_Tll1_Pvalb&Cemip>=4.626951217651367&Inpp4b>=0.9718570709228516&Moxd1>=4.947490692138672&Nxph2>=5.419782638549805&Pvalb>=9.331378936767578
